Id,Salary,Gender,Age,City,Education,YearsOfExperience,Remote,Department,Position
389010,254400.0,female,37,Moscow,School,15,Yes,IT,Senior Software Engineer
982873,125399.99999999999,male,54,Moscow,Specialist,0,No,IT,Junior Software Engineer
115287,64959.99999999999,male,53,Krasnoyarsk,School,29,No,IT,Support Specialist
131917,225599.99999999997,male,35,Moscow,Bachelor,3,No,IT,Senior Software Engineer
790867,87120.0,male,48,Krasnodar,Collage,3,No,IT,Junior Software Engineer
509912,95680.00000000001,male,33,Novosibirsk,Collage,7,No,Operations,Process Analyst
189226,48880.0,male,39,Krasnodar,Collage,6,No,Marketing,Marketing Assistant
598663,85360.0,female,49,Nizhniy Novgorod,Bachelor,4,Yes,Finance,Financial Analyst
235364,157080.0,male,50,Moscow,Collage,26,No,IT,Junior Software Engineer
779674,103200.0,male,33,Moscow,Collage,0,No,Marketing,Digital Marketing Specialist
958951,128400.0,male,39,Moscow,Collage,17,No,Marketing,Digital Marketing Specialist
407548,145200.0,male,46,Moscow,Specialist,9,No,Marketing,Digital Marketing Specialist
432191,110080.00000000001,female,23,Krasnodar,Collage,1,No,IT,Middle Software Engineer
227727,44720.0,male,33,Krasnoyarsk,School,0,No,Marketing,Marketing Assistant
991126,64600.0,female,28,Nizhniy Novgorod,School,7,No,Finance,Accountant
913812,154440.0,female,40,Moscow,Collage,16,No,IT,Junior Software Engineer
251587,175657.10391822827,female,35,Saint-Petersburg,Magistracy,2,No,Marketing,Marketing Manager
377219,121200.0,male,33,Moscow,Magistracy,0,No,HR,HR Specialist
344099,145520.00000000003,male,23,Novosibirsk,Bachelor,0,No,Operations,Operations Manager
412367,142800.0,female,42,Moscow,Postgraduate,10,No,Marketing,Digital Marketing Specialist
537511,71200.00000000001,male,28,Chelyabinsk,Collage,0,No,Marketing,Digital Marketing Specialist
306303,98280.0,female,52,Moscow,Collage,15,No,IT,Support Specialist
850827,140800.00000000003,female,48,Kazan,Bachelor,6,No,IT,Middle Software Engineer
282847,136960.00000000003,female,49,Nizhniy Novgorod,Collage,17,No,IT,Middle Software Engineer
545588,91520.00000000001,female,30,Krasnodar,Specialist,0,Yes,Finance,Financial Analyst
808977,86240.0,female,30,Chelyabinsk,School,7,No,IT,Junior Software Engineer
461903,131840.0,male,24,Chelyabinsk,Collage,1,No,Marketing,Marketing Manager
755671,197760.0,male,41,Moscow,Collage,14,No,IT,Middle Software Engineer
928365,104007.4957410562,male,47,Saint-Petersburg,Magistracy,0,Yes,HR,HR Specialist
945682,122720.0,female,45,Krasnodar,Specialist,10,No,Operations,Process Analyst
516931,228480.00000000003,male,59,Moscow,Magistracy,20,No,HR,Senior HR Manager
649435,215040.0,male,34,Moscow,Magistracy,2,No,IT,Middle Software Engineer
475498,218879.99999999997,female,51,Moscow,Collage,11,No,IT,Middle Software Engineer
154369,174720.0,female,30,Moscow,School,6,No,Finance,Senior Accountant
705736,126559.99999999999,male,38,Ekaterinburg,Magistracy,6,No,HR,Senior HR Manager
545906,172575.4003407155,male,46,Saint-Petersburg,Collage,12,No,IT,Middle Software Engineer
370753,238080.0,female,28,Moscow,Postgraduate,0,No,IT,Middle Software Engineer
594683,116480.00000000001,male,31,Ufa,Collage,6,No,HR,Senior HR Manager
631165,90399.99999999999,male,42,Novosibirsk,Bachelor,3,Yes,Marketing,Digital Marketing Specialist
600403,224640.0,female,51,Moscow,Magistracy,9,No,Marketing,Marketing Manager
735722,271200.0,male,55,Moscow,Collage,12,No,IT,Senior Software Engineer
398676,91488.07495741056,male,31,Saint-Petersburg,Collage,3,No,Marketing,Digital Marketing Specialist
791099,52800.00000000001,female,45,Krasnodar,Specialist,2,No,HR,HR Assistant
245028,61880.0,female,52,Krasnodar,Bachelor,16,Yes,Marketing,Marketing Assistant
550683,158707.734241908,male,36,Saint-Petersburg,Bachelor,6,No,IT,Middle Software Engineer
982766,102000.0,male,33,Moscow,Specialist,1,No,Finance,Accountant
908804,137280.0,male,46,Moscow,School,19,No,Finance,Financial Analyst
998758,80800.0,female,32,Krasnodar,Collage,3,No,Marketing,Digital Marketing Specialist
301870,57120.00000000001,female,27,Ufa,Collage,4,No,IT,Support Specialist
177074,213120.0,female,35,Moscow,Bachelor,8,No,IT,Middle Software Engineer
970258,75480.00000000001,male,33,Ufa,Collage,11,No,Finance,Accountant
643716,61345.161839863715,female,44,Saint-Petersburg,Collage,1,Yes,Operations,Operations Coordinator
605891,238080.0,female,39,Moscow,Specialist,13,No,Finance,Senior Accountant
445342,74880.0,female,34,Moscow,School,5,Yes,HR,HR Assistant
677688,89600.00000000001,male,39,Nizhniy Novgorod,School,18,No,Marketing,Digital Marketing Specialist
769777,226560.0,female,49,Moscow,School,18,No,Finance,Senior Accountant
167600,331200.0,female,53,Moscow,Postgraduate,15,No,IT,Senior Software Engineer
412656,211200.0,female,30,Moscow,Postgraduate,1,Yes,IT,Middle Software Engineer
860788,95759.99999999999,male,44,Moscow,Bachelor,10,No,IT,Support Specialist
134036,111280.00000000001,female,41,Kazan,Postgraduate,0,No,Operations,Process Analyst
904469,119340.0,female,39,Moscow,Collage,18,No,Finance,Accountant
185433,63920.0,female,37,Kazan,Collage,8,No,Finance,Accountant
602172,149600.00000000003,male,37,Novosibirsk,Collage,5,No,Operations,Operations Manager
650708,215040.0,female,46,Moscow,Collage,18,No,IT,Middle Software Engineer
682912,157080.0,male,46,Moscow,Postgraduate,10,No,Finance,Financial Analyst
434496,76175.86030664394,female,42,Saint-Petersburg,School,15,No,IT,Support Specialist
661219,95759.99999999999,male,45,Moscow,Collage,17,No,Operations,Operations Coordinator
285749,74800.0,female,32,Krasnodar,School,3,Yes,IT,Junior Software Engineer
305692,208014.99148211247,male,46,Saint-Petersburg,Magistracy,15,No,IT,Middle Software Engineer
114968,94380.0,male,52,Moscow,Collage,29,No,Marketing,Marketing Assistant
333155,89040.0,female,24,Moscow,Collage,4,No,IT,Support Specialist
985124,134535.62180579218,female,44,Saint-Petersburg,Bachelor,18,No,Finance,Financial Analyst
588201,93240.0,male,55,Moscow,Collage,21,No,IT,Support Specialist
760813,55120.00000000001,female,47,Krasnodar,Collage,8,No,Marketing,Marketing Assistant
300226,162560.0,male,34,Nizhniy Novgorod,Magistracy,7,No,IT,Middle Software Engineer
617006,80220.59625212947,male,40,Saint-Petersburg,Specialist,7,No,IT,Support Specialist
720610,232320.0,male,47,Moscow,Magistracy,10,No,Finance,Senior Accountant
211224,57720.00000000001,female,39,Ekaterinburg,Specialist,11,No,Marketing,Marketing Assistant
209183,95040.00000000001,male,45,Kazan,Specialist,10,No,IT,Junior Software Engineer
473707,152320.0,male,47,Ekaterinburg,School,24,No,Finance,Senior Accountant
604182,236160.0,female,59,Moscow,Magistracy,20,No,Marketing,Marketing Manager
453185,109140.0,female,42,Moscow,Collage,10,No,Finance,Accountant
782457,116399.99999999999,male,34,Moscow,School,3,No,Marketing,Digital Marketing Specialist
279503,167680.0,female,42,Krasnodar,Magistracy,14,No,Marketing,Marketing Manager
100761,137280.0,female,35,Moscow,Magistracy,4,No,Finance,Financial Analyst
655566,126000.0,male,30,Moscow,Magistracy,1,No,Marketing,Digital Marketing Specialist
228258,161789.43781942077,female,49,Saint-Petersburg,Collage,7,No,IT,Middle Software Engineer
144034,59996.916524701875,female,37,Saint-Petersburg,Collage,1,No,IT,Support Specialist
564715,110400.00000000001,male,32,Moscow,Collage,3,No,Marketing,Digital Marketing Specialist
361781,95200.0,male,41,Krasnoyarsk,School,20,No,Marketing,Digital Marketing Specialist
218787,110170.90289608177,male,50,Saint-Petersburg,School,7,No,Operations,Process Analyst
969063,60480.0,female,31,Moscow,School,3,No,HR,HR Assistant
653453,106080.0,male,36,Moscow,Collage,12,No,Finance,Accountant
794782,156800.0,female,52,Krasnoyarsk,Bachelor,2,No,IT,Senior Software Engineer
393111,76127.70868824531,female,33,Saint-Petersburg,Collage,5,No,Finance,Accountant
671665,114240.0,female,46,Moscow,School,27,No,Finance,Accountant
227224,138000.0,male,41,Moscow,Postgraduate,3,Yes,HR,HR Specialist
680634,121200.0,female,37,Moscow,Specialist,1,No,Marketing,Digital Marketing Specialist
154488,58240.00000000001,female,41,Chelyabinsk,School,16,No,Operations,Operations Coordinator
491545,160248.5860306644,male,38,Saint-Petersburg,Bachelor,11,No,Marketing,Marketing Manager
652526,215040.0,female,46,Moscow,Magistracy,2,Yes,IT,Middle Software Engineer
774939,89760.0,male,32,Moscow,School,3,No,Finance,Accountant
561423,74160.0,female,23,Moscow,Bachelor,0,No,HR,HR Assistant
335626,106992.89608177172,female,59,Saint-Petersburg,Collage,3,Yes,Finance,Financial Analyst
255467,84480.0,male,18,Ekaterinburg,School,0,No,Finance,Financial Analyst
907607,80220.59625212947,male,53,Saint-Petersburg,Collage,5,Yes,Finance,Accountant
264892,60671.039182282795,female,32,Saint-Petersburg,Collage,4,No,IT,Support Specialist
885311,86520.0,male,46,Moscow,School,20,No,Operations,Operations Coordinator
738371,84000.00000000001,male,33,Ekaterinburg,Bachelor,6,No,Marketing,Digital Marketing Specialist
541895,128799.99999999999,male,48,Nizhniy Novgorod,Bachelor,23,No,HR,Senior HR Manager
301590,209280.0,female,42,Moscow,Magistracy,0,No,IT,Middle Software Engineer
393602,145610.4940374787,female,36,Saint-Petersburg,Specialist,0,No,HR,Senior HR Manager
865523,126720.0,male,35,Kazan,School,6,Yes,Marketing,Marketing Manager
776164,242760.0,male,32,Moscow,Bachelor,10,No,Operations,Operations Manager
733528,162752.47018739354,male,51,Saint-Petersburg,Magistracy,16,No,Operations,Process Analyst
219529,118800.0,male,36,Moscow,Collage,6,No,Marketing,Digital Marketing Specialist
712865,77220.0,female,35,Moscow,Bachelor,3,No,Marketing,Marketing Assistant
333303,159720.0,male,44,Moscow,Collage,24,No,Finance,Financial Analyst
983284,58841.27768313458,male,29,Saint-Petersburg,School,4,No,Marketing,Marketing Assistant
914600,88000.0,male,42,Krasnoyarsk,Collage,7,No,Finance,Financial Analyst
227706,171200.00000000003,female,30,Krasnoyarsk,Specialist,6,No,IT,Senior Software Engineer
586401,99192.3339011925,male,56,Saint-Petersburg,Collage,5,No,Marketing,Digital Marketing Specialist
623494,249600.0,male,50,Moscow,Magistracy,19,No,IT,Middle Software Engineer
443716,204960.0,female,49,Moscow,Magistracy,9,No,HR,Senior HR Manager
484270,156400.0,female,32,Novosibirsk,Magistracy,6,No,Operations,Operations Manager
442041,57800.00000000001,male,23,Chelyabinsk,School,5,No,Finance,Accountant
301831,90399.99999999999,female,36,Krasnoyarsk,Specialist,4,Yes,HR,HR Specialist
485184,143880.0,male,33,Moscow,Bachelor,8,Yes,Finance,Financial Analyst
736474,166400.00000000003,female,37,Ufa,Bachelor,12,No,IT,Senior Software Engineer
649748,111360.00000000001,female,18,Ufa,School,0,No,IT,Middle Software Engineer
575123,204800.0,male,46,Novosibirsk,Magistracy,21,No,IT,Senior Software Engineer
942803,226560.0,male,50,Moscow,Bachelor,15,No,Finance,Senior Accountant
476004,106992.89608177172,male,53,Saint-Petersburg,School,9,Yes,IT,Junior Software Engineer
374848,53560.00000000001,male,33,Krasnodar,School,4,No,Marketing,Marketing Assistant
401287,66064.02044293015,female,33,Saint-Petersburg,Collage,6,No,Operations,Operations Coordinator
622335,116399.99999999999,female,32,Moscow,School,1,No,Marketing,Digital Marketing Specialist
888113,137280.0,male,36,Moscow,School,17,No,IT,Junior Software Engineer
614836,300000.0,female,52,Moscow,Bachelor,30,No,IT,Senior Software Engineer
507670,52320.00000000001,female,46,Krasnoyarsk,Collage,4,No,HR,HR Assistant
278552,184080.0,female,48,Moscow,Bachelor,23,No,Operations,Process Analyst
791928,141960.0,male,39,Moscow,Collage,1,Yes,Operations,Process Analyst
568446,66738.14310051108,female,31,Saint-Petersburg,Bachelor,9,Yes,IT,Support Specialist
352137,117600.0,male,35,Moscow,Collage,10,No,HR,HR Specialist
479831,114840.0,male,25,Moscow,School,5,No,IT,Junior Software Engineer
698125,115259.99999999999,male,42,Moscow,Bachelor,15,Yes,Finance,Accountant
863443,107200.0,female,42,Kazan,Postgraduate,11,No,HR,HR Specialist
832090,125460.0,female,40,Moscow,Bachelor,15,No,Finance,Accountant
831394,102080.0,female,28,Kazan,Postgraduate,0,No,Finance,Financial Analyst
717620,144640.0,male,30,Kazan,Bachelor,7,Yes,Marketing,Marketing Manager
876935,218879.99999999997,female,44,Moscow,Specialist,16,No,Finance,Senior Accountant
746703,175175.5877342419,female,28,Saint-Petersburg,School,7,No,Operations,Operations Manager
778303,123600.0,female,22,Moscow,Collage,1,No,Marketing,Digital Marketing Specialist
749157,63960.0,male,45,Krasnoyarsk,Specialist,11,No,Marketing,Marketing Assistant
745195,81480.0,female,27,Moscow,Collage,2,No,Operations,Operations Coordinator
568050,122720.0,female,50,Ekaterinburg,Bachelor,9,Yes,Operations,Process Analyst
548376,130560.0,female,42,Krasnodar,School,6,No,Operations,Operations Manager
347599,192000.0,male,19,Moscow,School,1,No,Finance,Senior Accountant
181890,111760.0,female,50,Ufa,Collage,22,No,IT,Junior Software Engineer
706286,84480.0,female,34,Nizhniy Novgorod,Bachelor,5,No,IT,Junior Software Engineer
349958,92400.00000000001,male,42,Krasnoyarsk,Collage,1,No,IT,Junior Software Engineer
209503,104160.0,female,50,Moscow,Bachelor,18,No,Operations,Operations Coordinator
529994,89760.0,female,39,Krasnodar,Bachelor,12,No,IT,Junior Software Engineer
576610,141600.0,male,26,Moscow,Magistracy,1,No,Marketing,Digital Marketing Specialist
665502,69120.0,male,22,Moscow,School,0,No,HR,HR Assistant
754248,141600.0,male,34,Moscow,Bachelor,10,No,Marketing,Digital Marketing Specialist
962729,207360.0,female,40,Moscow,Collage,11,Yes,Finance,Senior Accountant
733108,71457.00170357751,male,45,Saint-Petersburg,School,13,No,IT,Support Specialist
423011,76127.70868824531,female,30,Saint-Petersburg,Bachelor,1,No,Finance,Accountant
529373,152400.0,male,37,Moscow,Magistracy,8,No,Marketing,Digital Marketing Specialist
472029,53737.20613287905,male,40,Saint-Petersburg,Collage,5,No,HR,HR Assistant
813313,157440.0,male,42,Novosibirsk,Postgraduate,6,No,Finance,Senior Accountant
899638,117600.0,male,38,Moscow,Bachelor,2,No,HR,HR Specialist
756688,211096.69505962523,female,43,Saint-Petersburg,Magistracy,18,No,Finance,Senior Accountant
650355,79200.00000000001,female,25,Kazan,School,5,No,IT,Junior Software Engineer
138688,83600.0,male,29,Nizhniy Novgorod,Bachelor,2,No,IT,Junior Software Engineer
155674,64399.99999999999,female,36,Krasnodar,Collage,11,No,IT,Support Specialist
911930,104007.4957410562,female,25,Saint-Petersburg,Magistracy,0,No,HR,HR Specialist
148047,105060.0,female,30,Moscow,Collage,2,No,Finance,Accountant
451658,107859.62521294718,female,37,Saint-Petersburg,Magistracy,0,No,Marketing,Digital Marketing Specialist
979191,76000.0,female,43,Chelyabinsk,School,5,Yes,Marketing,Digital Marketing Specialist
233603,88880.0,male,43,Kazan,School,7,No,IT,Junior Software Engineer
184261,50960.00000000001,male,24,Krasnodar,School,6,No,Operations,Operations Coordinator
241085,184320.0,male,28,Moscow,School,1,No,Finance,Senior Accountant
471076,80080.00000000001,female,37,Ufa,Collage,4,No,Finance,Financial Analyst
835586,120960.00000000001,male,32,Ufa,Specialist,9,No,HR,Senior HR Manager
966284,80080.00000000001,female,48,Kazan,School,0,No,IT,Junior Software Engineer
788977,98399.99999999999,male,18,Moscow,School,0,No,Marketing,Digital Marketing Specialist
891760,234240.0,female,43,Moscow,Bachelor,12,Yes,IT,Middle Software Engineer
960903,71760.0,male,26,Moscow,Collage,2,No,Marketing,Marketing Assistant
135085,124160.0,male,38,Novosibirsk,Collage,5,No,Finance,Senior Accountant
495788,126719.99999999999,male,48,Moscow,Specialist,1,Yes,IT,Junior Software Engineer
977766,166320.0,female,49,Moscow,Magistracy,17,Yes,IT,Junior Software Engineer
902495,45360.00000000001,male,30,Ufa,School,1,No,Operations,Operations Coordinator
595338,59467.248722316865,female,31,Saint-Petersburg,Specialist,0,Yes,Marketing,Marketing Assistant
325875,64959.99999999999,male,52,Ufa,School,31,No,IT,Support Specialist
973864,193600.0,female,57,Ekaterinburg,Collage,26,No,IT,Senior Software Engineer
544846,158720.0,male,46,Kazan,Collage,19,Yes,IT,Middle Software Engineer
139180,46560.0,female,35,Kazan,Collage,10,Yes,HR,HR Assistant
676640,76440.0,female,22,Moscow,School,4,Yes,IT,Support Specialist
980813,148800.0,male,34,Moscow,Magistracy,4,No,HR,HR Specialist
913931,91520.00000000001,male,38,Chelyabinsk,Specialist,7,No,IT,Junior Software Engineer
292051,96800.0,female,43,Novosibirsk,Bachelor,11,No,Marketing,Digital Marketing Specialist
974765,82080.0,male,39,Moscow,Collage,13,No,HR,HR Assistant
741090,63240.00000000001,female,59,Ufa,Collage,6,No,Finance,Accountant
440267,128039.99999999999,female,27,Moscow,Collage,3,No,Finance,Financial Analyst
304770,104000.0,female,26,Chelyabinsk,Collage,5,No,Operations,Process Analyst
837074,207360.0,female,54,Moscow,Bachelor,2,No,Finance,Senior Accountant
338724,209280.0,female,46,Moscow,Collage,8,Yes,Finance,Senior Accountant
457411,219378.77342419082,male,42,Saint-Petersburg,Magistracy,16,No,Operations,Operations Manager
409911,103680.00000000001,male,42,Krasnodar,School,0,No,IT,Middle Software Engineer
432952,195840.0,female,31,Moscow,Specialist,4,No,Finance,Senior Accountant
811134,139520.00000000003,female,59,Krasnodar,Collage,18,No,IT,Middle Software Engineer
321233,72540.0,male,52,Moscow,School,4,No,Marketing,Marketing Assistant
402913,201370.0681431005,male,40,Saint-Petersburg,Collage,18,No,Operations,Operations Manager
197816,84800.00000000001,male,34,Krasnoyarsk,Collage,12,No,HR,HR Specialist
882040,138240.00000000003,female,34,Novosibirsk,Magistracy,8,No,IT,Middle Software Engineer
597612,227999.99999999997,female,21,Moscow,School,1,No,IT,Senior Software Engineer
268445,62019.284497444634,male,30,Saint-Petersburg,School,4,Yes,IT,Support Specialist
182312,122400.0,female,50,Moscow,School,28,Yes,Finance,Accountant
921849,56680.00000000001,male,46,Krasnodar,School,24,No,Marketing,Marketing Assistant
521185,92160.0,male,62,Moscow,Collage,40,No,HR,HR Assistant
330601,159600.0,female,29,Moscow,School,1,No,HR,Senior HR Manager
886546,168640.0,male,56,Kazan,Magistracy,19,No,Operations,Operations Manager
728753,125399.99999999999,male,22,Moscow,School,1,No,IT,Junior Software Engineer
814802,174720.0,male,37,Moscow,Collage,9,No,HR,Senior HR Manager
300951,85600.00000000001,male,43,Krasnoyarsk,Collage,16,No,HR,HR Specialist
384177,118452.98126064736,female,46,Saint-Petersburg,Postgraduate,14,No,Marketing,Digital Marketing Specialist
811695,64800.00000000001,male,22,Moscow,School,1,No,HR,HR Assistant
249514,149366.3202725724,female,54,Saint-Petersburg,Magistracy,24,Yes,IT,Junior Software Engineer
958028,168000.00000000003,female,49,Krasnodar,Collage,13,No,IT,Senior Software Engineer
205086,123420.0,male,50,Moscow,Specialist,19,No,Finance,Accountant
400514,73440.0,female,33,Moscow,Collage,1,Yes,HR,HR Assistant
341730,64399.99999999999,male,36,Krasnoyarsk,Bachelor,14,Yes,Operations,Operations Coordinator
792598,176640.00000000003,female,44,Moscow,School,11,No,Marketing,Marketing Manager
961427,88880.0,female,37,Krasnoyarsk,Collage,3,No,IT,Junior Software Engineer
614543,132000.0,female,34,Moscow,Collage,4,No,IT,Junior Software Engineer
319866,146880.00000000003,male,50,Chelyabinsk,School,15,No,Operations,Operations Manager
618902,102080.0,male,41,Ekaterinburg,Postgraduate,2,Yes,Finance,Financial Analyst
398917,90720.0,male,58,Moscow,School,14,Yes,IT,Support Specialist
717587,201600.0,female,21,Moscow,Collage,0,Yes,IT,Middle Software Engineer
128999,184320.0,female,20,Moscow,Collage,0,Yes,IT,Middle Software Engineer
533103,120000.0,male,48,Moscow,School,3,No,HR,HR Specialist
688120,195839.99999999997,female,42,Moscow,School,0,No,Operations,Operations Manager
344148,58800.00000000001,male,31,Nizhniy Novgorod,Specialist,0,No,IT,Support Specialist
463189,95879.99999999999,male,36,Moscow,Bachelor,4,No,Finance,Accountant
391395,65519.99999999999,female,29,Krasnoyarsk,Specialist,2,No,IT,Support Specialist
178287,203520.0,female,53,Moscow,School,16,Yes,Finance,Senior Accountant
733299,175560.0,male,48,Moscow,Specialist,18,No,IT,Junior Software Engineer
498484,130560.00000000001,male,28,Ufa,Collage,1,Yes,IT,Middle Software Engineer
638116,81120.0,male,53,Moscow,School,24,No,Marketing,Marketing Assistant
467133,53159.3867120954,male,40,Saint-Petersburg,Collage,2,No,HR,HR Assistant
560250,118559.99999999999,male,43,Nizhniy Novgorod,Bachelor,18,No,Operations,Process Analyst
548441,220799.99999999997,male,40,Moscow,Collage,12,Yes,IT,Middle Software Engineer
866704,192000.0,female,36,Moscow,Collage,13,No,Finance,Senior Accountant
157304,124440.0,male,44,Moscow,School,25,Yes,Finance,Accountant
371903,81840.00000000001,female,42,Kazan,Collage,2,No,Finance,Financial Analyst
449559,103840.0,female,47,Krasnoyarsk,Magistracy,2,Yes,Finance,Financial Analyst
771293,99960.0,male,34,Moscow,School,15,Yes,Finance,Accountant
774787,126719.99999999999,female,34,Moscow,School,6,No,IT,Junior Software Engineer
258236,158400.0,male,31,Moscow,Magistracy,6,No,IT,Junior Software Engineer
677020,121600.0,female,40,Nizhniy Novgorod,Bachelor,5,No,Finance,Senior Accountant
213392,115200.00000000001,female,22,Nizhniy Novgorod,Collage,1,No,IT,Middle Software Engineer
431618,104040.0,female,49,Moscow,Bachelor,5,No,Finance,Accountant
243623,62160.00000000001,female,43,Chelyabinsk,School,14,No,IT,Support Specialist
149299,141240.0,female,38,Moscow,Bachelor,16,No,IT,Junior Software Engineer
501263,166920.0,male,40,Moscow,Collage,17,No,Operations,Process Analyst
175386,154440.0,female,34,Moscow,Magistracy,3,No,IT,Junior Software Engineer
135242,81120.0,male,39,Moscow,Collage,13,No,Marketing,Marketing Assistant
814464,95040.00000000001,female,51,Nizhniy Novgorod,Collage,14,No,Finance,Financial Analyst
791505,51360.00000000001,male,48,Krasnodar,Collage,15,No,HR,HR Assistant
693092,62400.0,male,48,Ekaterinburg,Bachelor,16,No,Marketing,Marketing Assistant
341615,81900.0,male,42,Moscow,Collage,1,No,Marketing,Marketing Assistant
557543,201600.0,female,30,Moscow,School,11,Yes,IT,Middle Software Engineer
687489,113637.81942078363,female,49,Saint-Petersburg,Bachelor,13,No,HR,HR Specialist
871150,222719.99999999997,male,41,Moscow,Magistracy,8,No,Marketing,Marketing Manager
904248,164871.14139693358,female,42,Saint-Petersburg,Magistracy,5,No,IT,Middle Software Engineer
263640,203520.0,male,42,Moscow,Magistracy,6,No,Marketing,Marketing Manager
518161,74153.4923339012,female,37,Saint-Petersburg,Bachelor,6,No,Operations,Operations Coordinator
566893,100000.0,male,54,Ekaterinburg,Bachelor,25,No,Marketing,Digital Marketing Specialist
544065,96720.00000000001,male,44,Kazan,School,1,No,Operations,Process Analyst
392920,62597.10391822828,female,55,Saint-Petersburg,School,16,No,Marketing,Marketing Assistant
762412,125440.00000000001,male,46,Chelyabinsk,Bachelor,21,No,HR,Senior HR Manager
118151,83160.0,female,39,Moscow,Collage,2,Yes,IT,Support Specialist
857587,57120.00000000001,male,38,Novosibirsk,School,7,Yes,Operations,Operations Coordinator
616632,88800.00000000001,male,55,Chelyabinsk,Bachelor,12,No,HR,HR Specialist
696524,80000.0,male,18,Ufa,School,0,Yes,HR,HR Specialist
547132,106480.0,male,48,Kazan,Magistracy,16,Yes,Finance,Financial Analyst
961783,102000.0,female,21,Moscow,School,3,No,Marketing,Digital Marketing Specialist
210902,128799.99999999999,female,42,Krasnoyarsk,School,19,No,HR,Senior HR Manager
135963,232320.0,male,38,Moscow,Magistracy,9,Yes,Finance,Senior Accountant
943233,163200.0,female,39,Novosibirsk,Collage,15,No,IT,Senior Software Engineer
676118,138000.0,female,40,Moscow,Bachelor,6,No,Marketing,Digital Marketing Specialist
114343,78872.35093696762,male,41,Saint-Petersburg,Specialist,4,No,IT,Support Specialist
671003,203392.43611584327,male,52,Saint-Petersburg,Bachelor,29,No,Finance,Senior Accountant
523856,201370.0681431005,male,48,Saint-Petersburg,Bachelor,17,No,Operations,Operations Manager
677970,241920.0,male,59,Moscow,Magistracy,10,No,Finance,Senior Accountant
906350,124160.0,male,37,Chelyabinsk,Bachelor,1,No,IT,Middle Software Engineer
368935,64080.0,male,42,Moscow,Collage,1,No,HR,HR Assistant
841200,211200.0,female,35,Moscow,Postgraduate,5,No,IT,Middle Software Engineer
212938,96599.99999999999,male,24,Moscow,Specialist,0,Yes,IT,Support Specialist
660206,137280.0,female,51,Moscow,Magistracy,2,No,IT,Junior Software Engineer
615080,122720.0,male,41,Chelyabinsk,Bachelor,8,Yes,Operations,Process Analyst
198392,103020.0,male,22,Moscow,Bachelor,0,Yes,Finance,Accountant
933635,76000.0,male,31,Ufa,School,4,No,HR,HR Specialist
701258,103840.0,female,42,Chelyabinsk,Magistracy,17,No,IT,Junior Software Engineer
666470,174080.0,male,51,Novosibirsk,Specialist,20,No,Operations,Operations Manager
685453,82400.0,male,26,Krasnoyarsk,Bachelor,3,No,HR,HR Specialist
170404,144480.0,male,42,Chelyabinsk,Specialist,16,No,HR,Senior HR Manager
768784,52080.00000000001,female,29,Ufa,Collage,0,No,Operations,Operations Coordinator
347093,56560.0,female,22,Ufa,Bachelor,0,No,IT,Support Specialist
177823,166411.99318568993,male,41,Saint-Petersburg,Bachelor,5,No,Finance,Senior Accountant
167005,53760.0,female,35,Krasnoyarsk,Collage,2,No,IT,Support Specialist
243956,83640.0,male,43,Ufa,Specialist,15,No,Finance,Accountant
988349,84746.84838160136,male,52,Saint-Petersburg,School,5,No,Marketing,Digital Marketing Specialist
218759,98280.0,female,56,Moscow,Specialist,13,No,IT,Support Specialist
225031,125399.99999999999,female,35,Moscow,Collage,1,Yes,Finance,Financial Analyst
268826,63849.045996592846,male,38,Saint-Petersburg,Bachelor,10,Yes,Marketing,Marketing Assistant
298621,107100.0,male,44,Moscow,Collage,12,Yes,Finance,Accountant
867082,115920.0,female,55,Moscow,Bachelor,33,No,IT,Support Specialist
642971,81900.0,male,36,Moscow,Collage,8,No,Marketing,Marketing Assistant
984614,74160.0,male,35,Moscow,School,12,No,HR,HR Assistant
756436,142560.0,female,31,Moscow,Magistracy,3,No,IT,Junior Software Engineer
